Gear,Flag,Year,Region,Annual-Catch-Estimate,Aggregate-Data-Area,Aggregate-Data-Time,Aggregate-Data-catch-recs,Operational-Data-catch-recs,Length-Data-Area1,Length-Data-Time1,Length-Data-Size-int1,Length-Data-Samples1,Length-Data-Area2,Length-Data-Time2,Length-Data-Size-int2,Length-Data-Samples2
L,US-AS,2020,WCPFC,1586,5x5,MON,116,441,5x5,MON,1,9,...,...,...,0
L,US-AS,2021,WCPFC,428,5x5,MON,79,550,5x5,MON,1,43,...,...,...,0
L,US-AS,2022,WCPFC,1565,5x5,MON,125,476,5x5,MON,1,81,...,...,...,0
L,US-AS,2023,WCPFC,406,5x5,MON,69,609,5x5,MON,1,140,...,...,...,0
L,US-GU,1995,WCPFC,0,5x5,MON,37,302,5x5,MON,1,203,10x20,MON,1,126
L,US-GU,1996,WCPFC,0,5x5,MON,46,242,5x5,MON,1,355,10x20,MON,1,218
L,US-GU,1997,WCPFC,0,5x5,MON,9,36,5x5,MON,1,24,10x20,MON,1,18
L,US-GU,1998,WCPFC,0,5x5,MON,13,67,10x20,MON,1,257,5x5,MON,1,79
L,US-GU,1999,WCPFC,0,5x5,MON,24,144,10x20,MON,1,138,...,...,...,0
L,US-HW,1998,WCPFC,3270,5x5,MON,206,0,5x5,MON,1,23,...,...,...,0
L,US-HW,1999,WCPFC,2820,5x5,MON,211,0,5x5,MON,1,12,...,...,...,0
L,US-HW,2003,WCPFC,3618,5x5,MON,156,0,5x5,MON,1,10875,...,...,...,0
L,US-HW,2004,WCPFC,4181,5x5,MON,187,0,5x5,MON,1,36096,...,...,...,0
L,US-HW,2005,WCPFC,4462,5x5,MON,173,0,5x5,MON,1,36318,...,...,...,0
L,US-HW,2006,WCPFC,4381,5x5,MON,189,0,5x5,MON,1,11846,...,...,...,0
L,US-HW,2007,WCPFC,5381,5x5,MON,227,16888,5x5,MON,1,13198,...,...,...,0
L,US-HW,2008,WCPFC,4649,5x5,MON,211,15582,5x5,MON,1,11332,...,...,...,0
L,US-HW,2009,WCPFC,3741,5x5,MON,259,14071,5x5,MON,1,8458,...,...,...,0
L,US-HW,2010,WCPFC,3577,5x5,MON,229,12173,5x5,MON,1,12641,...,...,...,0
L,US-HW,2011,WCPFC,3565,5x5,MON,198,13663,5x5,MON,1,11952,...,...,...,0
L,US-HW,2012,WCPFC,3660,5x5,MON,212,15030,5x5,MON,1,11222,...,...,...,0
L,US-HW,2013,WCPFC,3612,5x5,MON,219,13794,5x5,MON,1,13519,...,...,...,0
L,US-HW,2014,WCPFC,3823,5x5,MON,235,13199,5x5,MON,1,15766,...,...,...,0
L,US-HW,2015,WCPFC,3427,5x5,MON,187,12826,5x5,MON,1,15873,...,...,...,0
L,US-HW,2016,WCPFC,3747,5x5,MON,163,14472,5x5,MON,1,16376,...,...,...,0
L,US-HW,2017,WCPFC,2968,5x5,MON,195,13777,5x5,MON,1,16663,...,...,...,0
L,US-HW,2018,WCPFC,3393,5x5,MON,216,15342,5x5,MON,1,17185,...,...,...,0
L,US-HW,2019,WCPFC,3460,5x5,MON,217,17344,5x5,MON,1,16687,...,...,...,0
L,US-HW,2020,WCPFC,3550,5x5,MON,209,15983,5x5,MON,1,11558,...,...,...,0
L,US-HW,2021,WCPFC,3750,5x5,MON,193,18133,5x5,MON,1,12495,...,...,...,0
L,US-HW,2022,WCPFC,3238,5x5,MON,184,18096,5x5,MON,1,12089,...,...,...,0
L,US-HW,2023,WCPFC,3553,5x5,MON,205,17961,5x5,MON,1,10183,...,...,...,0
L,VN,2005,WCPFC,3527,5x5,MON,112,18,5x5,MON,1,23,...,...,...,0
L,VN,2010,WCPFC,2441,5x5,MON,108,0,5x5,MON,1,1436,...,...,...,0
L,VN,2011,WCPFC,3424,5x5,MON,108,0,5x5,MON,1,2943,...,...,...,0
L,VN,2012,WCPFC,3761,5x5,MON,108,0,5x5,MON,1,6118,...,...,...,0
L,VN,2013,WCPFC,2260,5x5,MON,111,11,5x5,MON,1,2568,...,...,...,0
L,VN,2014,WCPFC,2350,5x5,MON,109,11,5x5,MON,1,2702,...,...,...,0
L,VN,2016,WCPFC,1115,5x5,MON,98,0,5x5,MON,1,1124,...,...,...,0
L,VN,2017,WCPFC,1004,5x5,MON,99,0,5x5,MON,1,858,...,...,...,0
L,VU,2000,WCPFC,12,5x5,MON,20,178,10x20,MON,1,200,...,...,...,0
L,VU,2001,WCPFC,37,5x5,MON,51,349,10x20,MON,1,164,...,...,...,0
L,VU,2002,WCPFC,396,5x5,MON,182,1803,10x20,MON,1,191,5x5,MON,1,133
L,VU,2003,WCPFC,841,5x5,MON,235,2409,10x20,MON,1,712,5x5,MON,1,669
L,VU,2004,WCPFC,2045,5x5,MON,641,8472,10x20,MON,1,2069,5x5,MON,1,1118
L,VU,2005,WCPFC,2045,5x5,MON,571,8246,10x20,MON,1,338,...,...,...,0
L,VU,2006,WCPFC,1815,5x5,MON,550,9408,10x20,MON,1,13,...,...,...,0
L,VU,2007,WCPFC,1885,5x5,MON,518,7371,10x20,MON,1,2,...,...,...,0
L,VU,2008,WCPFC,1143,5x5,MON,544,7794,10x20,MON,1,66,5x5,MON,1,19
L,VU,2009,WCPFC,1398,5x5,MON,559,9325,5x5,MON,1,129,10x20,MON,1,105
L,VU,2010,WCPFC,2060,5x5,MON,532,8518,5x5,MON,1,327,10x20,MON,1,296
L,VU,2011,WCPFC,2061,5x5,MON,554,7418,5x5,MON,1,1601,10x20,MON,1,307
L,VU,2012,WCPFC,2151,5x5,MON,701,7602,10x20,MON,1,215,5x5,MON,1,48
L,VU,2013,WCPFC,1989,5x5,MON,692,8374,5x5,MON,1,2257,10x20,MON,1,72
L,VU,2014,WCPFC,3518,5x5,MON,670,10777,5x5,MON,1,650,10x20,MON,1,26
L,VU,2015,WCPFC,7366,5x5,MON,746,16375,5x5,MON,1,3520,...,...,...,0
L,VU,2016,WCPFC,3509,5x5,MON,711,13061,5x5,MON,1,1912,...,...,...,0
L,VU,2017,WCPFC,3940,5x5,MON,741,10583,5x5,MON,1,106,...,...,...,0
L,VU,2018,WCPFC,3132,5x5,MON,748,11811,5x5,MON,1,3322,...,...,...,0
L,VU,2019,WCPFC,2241,5x5,MON,504,6162,5x5,MON,1,3297,...,...,...,0
L,VU,2023,WCPFC,2190,5x5,MON,390,5415,5x5,MON,1,349,...,...,...,0
L,WF,2022,WCPFC,0,...,...,0,0,5x5,MON,1,138,...,...,...,0
L,WF,2023,WCPFC,0,...,...,0,0,5x5,MON,1,28,...,...,...,0
L,WS,1998,WCPFC,334,5x5,MON,47,582,5x5,MON,1,10,...,...,...,0
L,WS,1999,WCPFC,283,5x5,MON,49,759,5x5,MON,1,4,...,...,...,0
L,WS,2000,WCPFC,177,5x5,MON,8,136,5x5,MON,1,16,...,...,...,0
L,WS,2001,WCPFC,185,5x5,MON,33,411,5x5,MON,1,10,...,...,...,0
L,WS,2002,WCPFC,137,5x5,MON,49,620,5x5,MON,1,1326,...,...,...,0
L,WS,2003,WCPFC,110,5x5,MON,57,1446,5x5,MON,1,2477,...,...,...,0
L,WS,2004,WCPFC,104,5x5,MON,43,1506,5x5,MON,1,3676,...,...,...,0
L,WS,2005,WCPFC,64,5x5,MON,40,656,5x5,MON,1,1338,...,...,...,0
L,WS,2006,WCPFC,128,5x5,MON,43,810,5x5,MON,1,3143,...,...,...,0
L,WS,2007,WCPFC,101,5x5,MON,38,710,5x5,MON,1,1120,...,...,...,0
L,WS,2008,WCPFC,106,5x5,MON,22,298,5x5,MON,1,422,...,...,...,0
L,WS,2009,WCPFC,117,5x5,MON,34,926,5x5,MON,1,1419,...,...,...,0
L,WS,2010,WCPFC,108,5x5,MON,51,1370,5x5,MON,1,1592,...,...,...,0
L,WS,2011,WCPFC,71,5x5,MON,44,836,5x5,MON,1,942,...,...,...,0
L,WS,2012,WCPFC,54,5x5,MON,56,1140,5x5,MON,1,2,...,...,...,0
L,WS,2013,WCPFC,36,5x5,MON,51,619,5x5,MON,1,496,...,...,...,0
L,WS,2014,WCPFC,48,5x5,MON,53,573,5x5,MON,1,493,...,...,...,0
L,WS,2015,WCPFC,48,5x5,MON,47,722,5x5,MON,1,199,...,...,...,0
L,WS,2016,WCPFC,62,5x5,MON,79,1225,5x5,MON,1,158,...,...,...,0
L,WS,2017,WCPFC,150,5x5,MON,86,1562,5x5,MON,1,188,...,...,...,0
L,WS,2018,WCPFC,62,5x5,MON,98,1241,5x5,MON,1,158,...,...,...,0
L,WS,2019,WCPFC,161,5x5,MON,100,2010,5x5,MON,1,437,...,...,...,0
L,WS,2020,WCPFC,156,5x5,MON,80,1309,5x5,MON,1,39,...,...,...,0
L,WS,2022,WCPFC,127,5x5,MON,56,1232,5x5,MON,1,31,...,...,...,0
L,WS,2023,WCPFC,206,5x5,MON,74,1743,5x5,MON,1,63,...,...,...,0
L,AU,1986,WCPFC,1,5x5,MON,5,12,...,...,...,0,...,...,...,0
L,AU,1987,WCPFC,64,5x5,MON,45,285,...,...,...,0,...,...,...,0
L,AU,1988,WCPFC,43,5x5,MON,37,248,...,...,...,0,...,...,...,0
L,AU,1998,WCPFC,1166,5x5,MON,143,5961,...,...,...,0,...,...,...,0
L,AU,2016,WCPFC,825,5x5,MON,125,3190,...,...,...,0,...,...,...,0
L,AU,2017,WCPFC,418,5x5,MON,120,2830,...,...,...,0,...,...,...,0
L,AU,2018,WCPFC,325,5x5,MON,118,2407,...,...,...,0,...,...,...,0
L,AU,2019,WCPFC,258,5x5,MON,117,2479,...,...,...,0,...,...,...,0
L,AU,2020,WCPFC,290,5x5,MON,124,2363,...,...,...,0,...,...,...,0
L,AU,2021,WCPFC,361,5x5,MON,120,2419,...,...,...,0,...,...,...,0
L,AU,2022,WCPFC,342,5x5,MON,104,2229,...,...,...,0,...,...,...,0
L,AU,2023,WCPFC,225,5x5,MON,111,1987,...,...,...,0,...,...,...,0
L,BZ,2000,WCPFC,14,5x5,MON,23,147,...,...,...,0,...,...,...,0
L,BZ,2007,WCPFC,158,5x5,MON,22,200,...,...,...,0,...,...,...,0
L,BZ,2008,WCPFC,89,5x5,MON,15,135,...,...,...,0,...,...,...,0
L,BZ,2009,WCPFC,43,5x5,MON,9,76,...,...,...,0,...,...,...,0
L,BZ,2011,WCPFC,102,5x5,MON,34,0,...,...,...,0,...,...,...,0
L,BZ,2012,WCPFC,132,5x5,MON,30,77,...,...,...,0,...,...,...,0
L,BZ,2019,WCPFC,0,5x5,MON,3,0,...,...,...,0,...,...,...,0
L,BZ,2020,WCPFC,0,5x5,MON,3,0,...,...,...,0,...,...,...,0
L,CK,1994,WCPFC,7,5x5,MON,15,76,...,...,...,0,...,...,...,0
L,CK,2001,WCPFC,1,5x5,MON,4,10,...,...,...,0,...,...,...,0
L,CN,1988,WCPFC,24,5x5,MON,10,189,...,...,...,0,...,...,...,0
L,CN,1989,WCPFC,99,5x5,MON,20,594,...,...,...,0,...,...,...,0
L,CN,1990,WCPFC,276,5x5,MON,40,1534,...,...,...,0,...,...,...,0
L,ES,2004,WCPFC,42,5x5,MON,40,129,...,...,...,0,...,...,...,0
L,ES,2005,WCPFC,17,5x5,MON,9,20,...,...,...,0,...,...,...,0
L,ES,2007,WCPFC,62,5x5,MON,9,47,...,...,...,0,...,...,...,0
L,ES,2008,WCPFC,77,5x5,MON,2,4,...,...,...,0,...,...,...,0
L,ES,2011,WCPFC,10,5x5,MON,8,74,...,...,...,0,...,...,...,0
L,ES,2012,WCPFC,23,5x5,MON,29,159,...,...,...,0,...,...,...,0
L,ES,2013,WCPFC,23,5x5,MON,54,260,...,...,...,0,...,...,...,0
L,ES,2014,WCPFC,65,5x5,MON,81,404,...,...,...,0,...,...,...,0
L,ES,2015,WCPFC,53,5x5,MON,52,316,...,...,...,0,...,...,...,0
L,ES,2016,WCPFC,53,5x5,MON,78,271,...,...,...,0,...,...,...,0
L,ES,2017,WCPFC,21,5x5,MON,52,197,...,...,...,0,...,...,...,0
L,ES,2018,WCPFC,39,5x5,MON,63,290,...,...,...,0,...,...,...,0
L,ES,2019,WCPFC,30,5x5,MON,42,227,...,...,...,0,...,...,...,0
L,ES,2020,WCPFC,40,5x5,MON,44,291,...,...,...,0,...,...,...,0
L,ES,2021,WCPFC,105,5x5,MON,63,544,...,...,...,0,...,...,...,0
L,ES,2022,WCPFC,112,5x5,MON,67,655,...,...,...,0,...,...,...,0
L,ES,2023,WCPFC,192,5x5,MON,92,876,...,...,...,0,...,...,...,0
L,FJ,1989,WCPFC,14,5x5,MON,6,118,...,...,...,0,...,...,...,0
L,FJ,1990,WCPFC,27,5x5,MON,26,360,...,...,...,0,...,...,...,0
L,FJ,1991,WCPFC,123,5x5,MON,48,507,...,...,...,0,...,...,...,0
L,FJ,1993,WCPFC,204,5x5,MON,51,1025,...,...,...,0,...,...,...,0
L,ID,1978,WCPFC,232,5x5,MON,72,100,...,...,...,0,...,...,...,0
L,ID,1979,WCPFC,243,5x5,MON,72,30,...,...,...,0,...,...,...,0
L,ID,1980,WCPFC,807,5x5,MON,72,293,...,...,...,0,...,...,...,0
L,ID,1981,WCPFC,922,5x5,MON,72,834,...,...,...,0,...,...,...,0
L,ID,1982,WCPFC,1002,5x5,MON,72,1547,...,...,...,0,...,...,...,0
L,ID,1983,WCPFC,1131,5x5,MON,72,431,...,...,...,0,...,...,...,0
L,ID,1984,WCPFC,1231,5x5,MON,72,697,...,...,...,0,...,...,...,0
L,ID,1985,WCPFC,1340,5x5,MON,72,640,...,...,...,0,...,...,...,0
L,ID,1986,WCPFC,1395,5x5,MON,72,0,...,...,...,0,...,...,...,0
L,ID,1987,WCPFC,1586,5x5,MON,72,418,...,...,...,0,...,...,...,0
L,ID,1988,WCPFC,1874,5x5,MON,72,298,...,...,...,0,...,...,...,0
L,ID,1989,WCPFC,2041,5x5,MON,72,154,...,...,...,0,...,...,...,0
L,ID,1990,WCPFC,2342,5x5,MON,72,138,...,...,...,0,...,...,...,0
L,ID,1991,WCPFC,2395,5x5,MON,72,163,...,...,...,0,...,...,...,0
L,ID,1992,WCPFC,2753,5x5,MON,72,32,...,...,...,0,...,...,...,0
L,ID,1993,WCPFC,2522,5x5,MON,72,95,...,...,...,0,...,...,...,0
L,ID,1994,WCPFC,2798,5x5,MON,72,3,...,...,...,0,...,...,...,0
L,ID,1995,WCPFC,2981,5x5,MON,72,0,...,...,...,0,...,...,...,0
L,ID,1996,WCPFC,4627,5x5,MON,72,0,...,...,...,0,...,...,...,0
L,ID,1997,WCPFC,3443,5x5,MON,72,0,...,...,...,0,...,...,...,0
L,ID,1998,WCPFC,4545,5x5,MON,72,0,...,...,...,0,...,...,...,0
L,ID,1999,WCPFC,4314,5x5,MON,72,0,...,...,...,0,...,...,...,0
L,ID,2000,WCPFC,4590,5x5,MON,72,0,...,...,...,0,...,...,...,0
L,ID,2001,WCPFC,4224,5x5,MON,72,0,...,...,...,0,...,...,...,0
L,ID,2002,WCPFC,4060,5x5,MON,72,0,...,...,...,0,...,...,...,0
L,ID,2003,WCPFC,4141,5x5,MON,72,0,...,...,...,0,...,...,...,0
L,ID,2004,WCPFC,5452,5x5,MON,81,49,...,...,...,0,...,...,...,0
L,ID,2005,WCPFC,3352,5x5,MON,91,161,...,...,...,0,...,...,...,0
L,ID,2008,WCPFC,5447,5x5,MON,88,183,...,...,...,0,...,...,...,0
L,ID,2009,WCPFC,5816,5x5,MON,72,0,...,...,...,0,...,...,...,0
L,ID,2013,WCPFC,4513,5x5,MON,108,767,...,...,...,0,...,...,...,0
L,ID,2014,WCPFC,7194,5x5,MON,148,1284,...,...,...,0,...,...,...,0
L,ID,2015,WCPFC,3762,5x5,MON,79,83,...,...,...,0,...,...,...,0
L,ID,2016,WCPFC,4954,5x5,MON,72,0,...,...,...,0,...,...,...,0
L,JP,1956,WCPFC,27296,5x5,MON,1291,0,...,...,...,0,...,...,...,0
L,JP,1960,WCPFC,41530,5x5,MON,1615,48,...,...,...,0,...,...,...,0
L,JP,1961,WCPFC,35657,5x5,MON,1774,270,...,...,...,0,...,...,...,0
L,KI,1995,WCPFC,1,5x5,MON,7,11,...,...,...,0,...,...,...,0
L,KI,2003,WCPFC,1,5x5,MON,16,102,...,...,...,0,...,...,...,0
L,KI,2004,WCPFC,0,5x5,MON,2,8,...,...,...,0,...,...,...,0
L,KI,2011,WCPFC,155,5x5,MON,18,294,...,...,...,0,...,...,...,0
L,KI,2012,WCPFC,800,5x5,MON,98,1612,...,...,...,0,...,...,...,0
L,KI,2014,WCPFC,268,5x5,MON,63,754,...,...,...,0,...,...,...,0
L,KR,1962,WCPFC,26,5x5,MON,7,0,...,...,...,0,...,...,...,0
L,KR,1963,WCPFC,242,5x5,MON,29,958,...,...,...,0,...,...,...,0
L,KR,1964,WCPFC,359,5x5,MON,26,882,...,...,...,0,...,...,...,0
L,KR,1965,WCPFC,1303,5x5,MON,78,3129,...,...,...,0,...,...,...,0
L,KR,1966,WCPFC,2268,5x5,MON,101,6541,...,...,...,0,...,...,...,0
L,KR,1967,WCPFC,2699,5x5,MON,121,9419,...,...,...,0,...,...,...,0
L,KR,1968,WCPFC,1272,5x5,MON,117,8445,...,...,...,0,...,...,...,0
L,KR,1969,WCPFC,1838,5x5,MON,150,11619,...,...,...,0,...,...,...,0
L,KR,1970,WCPFC,1322,5x5,MON,135,9978,...,...,...,0,...,...,...,0
L,KR,1971,WCPFC,940,5x5,MON,140,10298,...,...,...,0,...,...,...,0
L,KR,1972,WCPFC,1138,5x5,MON,143,10023,...,...,...,0,...,...,...,0
L,KR,1973,WCPFC,2523,5x5,MON,206,13542,...,...,...,0,...,...,...,0
L,KR,1974,WCPFC,2137,5x5,MON,145,12534,...,...,...,0,...,...,...,0
L,KR,1975,WCPFC,13543,5x5,MON,260,9889,...,...,...,0,...,...,...,0
L,KR,1976,WCPFC,20176,5x5,MON,570,9798,...,...,...,0,...,...,...,0
L,KR,1977,WCPFC,15978,5x5,MON,965,9713,...,...,...,0,...,...,...,0
L,KR,1978,WCPFC,7878,5x5,MON,804,8479,...,...,...,0,...,...,...,0
L,KR,1979,WCPFC,12448,5x5,MON,833,7274,...,...,...,0,...,...,...,0
L,KR,1980,WCPFC,13106,5x5,MON,932,5832,...,...,...,0,...,...,...,0
L,KR,1981,WCPFC,7838,5x5,MON,1130,9668,...,...,...,0,...,...,...,0
L,KR,1982,WCPFC,6988,5x5,MON,964,7853,...,...,...,0,...,...,...,0
L,KR,1983,WCPFC,5923,5x5,MON,654,5401,...,...,...,0,...,...,...,0
L,KR,1984,WCPFC,7086,5x5,MON,694,6235,...,...,...,0,...,...,...,0
L,KR,1985,WCPFC,10022,5x5,MON,674,9461,...,...,...,0,...,...,...,0
L,KR,1986,WCPFC,10156,5x5,MON,705,7475,...,...,...,0,...,...,...,0
L,KR,1987,WCPFC,17261,5x5,MON,770,9219,...,...,...,0,...,...,...,0
L,KR,1988,WCPFC,14766,5x5,MON,741,8380,...,...,...,0,...,...,...,0
L,KR,1989,WCPFC,12684,5x5,MON,723,8838,...,...,...,0,...,...,...,0
L,KR,1990,WCPFC,17406,5x5,MON,779,8141,...,...,...,0,...,...,...,0
L,KR,1991,WCPFC,12544,5x5,MON,817,4847,...,...,...,0,...,...,...,0
L,KR,1994,WCPFC,20241,5x5,MON,594,16893,...,...,...,0,...,...,...,0
L,KR,2004,WCPFC,17941,5x5,MON,691,13493,...,...,...,0,...,...,...,0
L,MH,2004,WCPFC,1,5x5,MON,5,32,...,...,...,0,...,...,...,0
L,MH,2007,WCPFC,3,5x5,MON,2,10,...,...,...,0,...,...,...,0
L,MH,2009,WCPFC,381,5x5,MON,43,495,...,...,...,0,...,...,...,0
L,NC,1983,WCPFC,1,5x5,MON,4,14,...,...,...,0,...,...,...,0
L,NC,1984,WCPFC,10,5x5,MON,14,70,...,...,...,0,...,...,...,0
L,NC,1985,WCPFC,17,5x5,MON,32,145,...,...,...,0,...,...,...,0
L,NC,1986,WCPFC,19,5x5,MON,25,148,...,...,...,0,...,...,...,0
L,NC,1987,WCPFC,37,5x5,MON,44,302,...,...,...,0,...,...,...,0
L,NC,1988,WCPFC,20,5x5,MON,24,106,...,...,...,0,...,...,...,0
L,NC,1989,WCPFC,27,5x5,MON,38,164,...,...,...,0,...,...,...,0
L,NC,1990,WCPFC,60,5x5,MON,44,297,...,...,...,0,...,...,...,0
L,NC,1991,WCPFC,60,5x5,MON,32,205,...,...,...,0,...,...,...,0
L,NC,1992,WCPFC,27,5x5,MON,36,136,...,...,...,0,...,...,...,0
L,NU,2010,WCPFC,4,5x5,MON,6,8,...,...,...,0,...,...,...,0
L,NZ,1990,WCPFC,30,5x5,MON,14,43,...,...,...,0,...,...,...,0
L,NZ,1991,WCPFC,44,5x5,MON,20,120,...,...,...,0,...,...,...,0
L,NZ,1993,WCPFC,74,5x5,MON,40,434,...,...,...,0,...,...,...,0
L,NZ,2023,WCPFC,153,5x5,MON,38,591,...,...,...,0,...,...,...,0
L,PA,2016,WCPFC,0,5x5,MON,122,0,...,...,...,0,...,...,...,0
L,PA,2017,WCPFC,0,5x5,MON,153,0,...,...,...,0,...,...,...,0
L,PA,2018,WCPFC,0,5x5,MON,143,0,...,...,...,0,...,...,...,0
L,PA,2019,WCPFC,0,5x5,MON,123,0,...,...,...,0,...,...,...,0
L,PA,2020,WCPFC,0,5x5,MON,63,0,...,...,...,0,...,...,...,0
L,PA,2022,WCPFC,0,5x5,MON,38,0,...,...,...,0,...,...,...,0
L,PG,1993,WCPFC,0,5x5,MON,1,2,...,...,...,0,...,...,...,0
L,PG,1994,WCPFC,0,5x5,MON,2,2,...,...,...,0,...,...,...,0
L,PG,1995,WCPFC,19,5x5,MON,11,35,...,...,...,0,...,...,...,0
L,PG,1997,WCPFC,56,5x5,MON,30,621,...,...,...,0,...,...,...,0
L,PG,1998,WCPFC,42,5x5,MON,42,325,...,...,...,0,...,...,...,0
L,PG,2009,WCPFC,128,5x5,MON,56,532,...,...,...,0,...,...,...,0
L,PG,2017,WCPFC,47,5x5,MON,63,422,...,...,...,0,...,...,...,0
L,PG,2019,WCPFC,162,5x5,MON,42,225,...,...,...,0,...,...,...,0
L,PG,2020,WCPFC,17,5x5,MON,12,114,...,...,...,0,...,...,...,0
L,PG,2022,WCPFC,179,5x5,MON,64,1438,...,...,...,0,...,...,...,0
L,PH,1970,WCPFC,51,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1971,WCPFC,57,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1972,WCPFC,59,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1973,WCPFC,70,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1974,WCPFC,82,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1975,WCPFC,83,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1976,WCPFC,70,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1977,WCPFC,100,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1978,WCPFC,59,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1979,WCPFC,78,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1980,WCPFC,101,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1981,WCPFC,139,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1982,WCPFC,163,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1983,WCPFC,243,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1984,WCPFC,110,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1985,WCPFC,156,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1986,WCPFC,207,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1987,WCPFC,325,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1988,WCPFC,273,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1989,WCPFC,297,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1990,WCPFC,59,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1991,WCPFC,59,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1992,WCPFC,59,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1993,WCPFC,59,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1994,WCPFC,59,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1995,WCPFC,59,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1996,WCPFC,59,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,2000,WCPFC,59,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,2001,WCPFC,59,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,2002,WCPFC,59,5x5,MON,49,28,...,...,...,0,...,...,...,0
L,PH,2003,WCPFC,59,5x5,MON,51,28,...,...,...,0,...,...,...,0
L,PH,2004,WCPFC,59,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,2005,WCPFC,59,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,2006,WCPFC,59,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,2007,WCPFC,59,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,2008,WCPFC,59,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,2009,WCPFC,59,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,2010,WCPFC,59,5x5,MON,54,29,...,...,...,0,...,...,...,0
L,PH,2011,WCPFC,777,5x5,MON,68,241,...,...,...,0,...,...,...,0
L,PH,2012,WCPFC,248,5x5,MON,61,99,...,...,...,0,...,...,...,0
L,PH,2013,WCPFC,167,5x5,MON,52,16,...,...,...,0,...,...,...,0
L,PH,2014,WCPFC,63,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,2015,WCPFC,0,5x5,MON,9,15,...,...,...,0,...,...,...,0
L,PT,2014,WCPFC,71,5x5,MON,4,20,...,...,...,0,...,...,...,0
L,PT,2015,WCPFC,17,5x5,MON,2,30,...,...,...,0,...,...,...,0
L,PT,2016,WCPFC,10,5x5,MON,7,23,...,...,...,0,...,...,...,0
L,PW,2020,WCPFC,1,5x5,MON,1,5,...,...,...,0,...,...,...,0
L,SB,2010,WCPFC,806,5x5,MON,129,56,...,...,...,0,...,...,...,0
L,SB,2017,WCPFC,0,5x5,MON,104,1725,...,...,...,0,...,...,...,0
L,SB,2020,WCPFC,623,5x5,MON,162,5265,...,...,...,0,...,...,...,0
L,SB,2021,WCPFC,635,5x5,MON,109,4922,...,...,...,0,...,...,...,0
L,SB,2022,WCPFC,874,5x5,MON,100,4947,...,...,...,0,...,...,...,0
L,SN,2006,WCPFC,3,5x5,MON,15,63,...,...,...,0,...,...,...,0
L,SN,2007,WCPFC,2,5x5,MON,19,32,...,...,...,0,...,...,...,0
L,TO,1982,WCPFC,18,5x5,MON,13,96,...,...,...,0,...,...,...,0
L,TO,1983,WCPFC,17,5x5,MON,10,87,...,...,...,0,...,...,...,0
L,TO,1984,WCPFC,28,5x5,MON,11,95,...,...,...,0,...,...,...,0
L,TO,1985,WCPFC,15,5x5,MON,9,49,...,...,...,0,...,...,...,0
L,TO,1986,WCPFC,12,5x5,MON,15,92,...,...,...,0,...,...,...,0
L,TO,1987,WCPFC,14,5x5,MON,29,158,...,...,...,0,...,...,...,0
L,TO,1988,WCPFC,6,5x5,MON,21,110,...,...,...,0,...,...,...,0
L,TO,1989,WCPFC,12,5x5,MON,29,150,...,...,...,0,...,...,...,0
L,TO,1990,WCPFC,11,5x5,MON,25,123,...,...,...,0,...,...,...,0
L,TO,1991,WCPFC,5,5x5,MON,26,101,...,...,...,0,...,...,...,0
