Gear,Flag,Year,Region,Annual-Catch-Estimate,Aggregate-Data-Area,Aggregate-Data-Time,Aggregate-Data-catch-recs,Operational-Data-catch-recs,Length-Data-Area1,Length-Data-Time1,Length-Data-Size-int1,Length-Data-Samples1,Length-Data-Area2,Length-Data-Time2,Length-Data-Size-int2,Length-Data-Samples2
L,KR,1982,WCPFC,41,5x5,MON,310,1223,...,...,...,0,...,...,...,0
L,KR,1983,WCPFC,28,5x5,MON,193,835,...,...,...,0,...,...,...,0
L,KR,1984,WCPFC,29,5x5,MON,275,902,...,...,...,0,...,...,...,0
L,KR,1985,WCPFC,36,5x5,MON,285,1048,...,...,...,0,...,...,...,0
L,KR,1986,WCPFC,29,5x5,MON,198,1286,...,...,...,0,...,...,...,0
L,KR,1987,WCPFC,25,5x5,MON,279,916,...,...,...,0,...,...,...,0
L,KR,1988,WCPFC,30,5x5,MON,293,695,...,...,...,0,...,...,...,0
L,KR,1989,WCPFC,13,5x5,MON,212,644,...,...,...,0,...,...,...,0
L,KR,1990,WCPFC,12,5x5,MON,226,306,...,...,...,0,...,...,...,0
L,KR,1991,WCPFC,11,5x5,MON,254,113,...,...,...,0,...,...,...,0
L,KR,1992,WCPFC,7,5x5,MON,152,5,...,...,...,0,...,...,...,0
L,KR,1993,WCPFC,3,5x5,MON,96,4,...,...,...,0,...,...,...,0
L,KR,1994,WCPFC,5,5x5,MON,76,46,...,...,...,0,...,...,...,0
L,KR,1995,WCPFC,2,5x5,MON,64,5,...,...,...,0,...,...,...,0
L,KR,1996,WCPFC,2,5x5,MON,66,3,...,...,...,0,...,...,...,0
L,KR,1997,WCPFC,1,5x5,MON,52,2,...,...,...,0,...,...,...,0
L,KR,2000,WCPFC,5,5x5,MON,64,0,...,...,...,0,...,...,...,0
L,KR,2004,WCPFC,3,5x5,MON,56,3,...,...,...,0,...,...,...,0
L,KR,2008,WCPFC,2,5x5,MON,30,10,...,...,...,0,...,...,...,0
L,KR,2009,WCPFC,0,5x5,MON,58,60,...,...,...,0,...,...,...,0
L,KR,2010,WCPFC,6,5x5,MON,114,112,...,...,...,0,...,...,...,0
L,MH,2009,WCPFC,0,5x5,MON,1,1,...,...,...,0,...,...,...,0
L,MH,2012,WCPFC,0,5x5,MON,1,1,...,...,...,0,...,...,...,0
L,MH,2013,WCPFC,0,5x5,MON,2,2,...,...,...,0,...,...,...,0
L,NU,2010,WCPFC,1,5x5,MON,4,8,...,...,...,0,...,...,...,0
L,NZ,1990,WCPFC,0,5x5,MON,1,4,...,...,...,0,...,...,...,0
L,NZ,1991,WCPFC,0,5x5,MON,1,1,...,...,...,0,...,...,...,0
L,NZ,1994,WCPFC,0,5x5,MON,4,11,...,...,...,0,...,...,...,0
L,NZ,2022,WCPFC,0,5x5,MON,12,24,...,...,...,0,...,...,...,0
L,NZ,2023,WCPFC,0,5x5,MON,7,9,...,...,...,0,...,...,...,0
L,PA,2016,WCPFC,0,5x5,MON,28,0,...,...,...,0,...,...,...,0
L,PA,2017,WCPFC,0,5x5,MON,63,0,...,...,...,0,...,...,...,0
L,PA,2018,WCPFC,0,5x5,MON,73,0,...,...,...,0,...,...,...,0
L,PA,2019,WCPFC,0,5x5,MON,53,0,...,...,...,0,...,...,...,0
L,PA,2020,WCPFC,0,5x5,MON,28,0,...,...,...,0,...,...,...,0
L,PA,2022,WCPFC,0,5x5,MON,10,0,...,...,...,0,...,...,...,0
L,PF,1992,WCPFC,7,5x5,MON,2,2,...,...,...,0,...,...,...,0
L,PF,1994,WCPFC,43,5x5,MON,34,108,...,...,...,0,...,...,...,0
L,PF,1995,WCPFC,10,5x5,MON,40,260,...,...,...,0,...,...,...,0
L,PF,1996,WCPFC,26,5x5,MON,45,294,...,...,...,0,...,...,...,0
L,PF,1998,WCPFC,34,5x5,MON,56,1017,...,...,...,0,...,...,...,0
L,PF,1999,WCPFC,103,5x5,MON,65,904,...,...,...,0,...,...,...,0
L,PF,2000,WCPFC,72,5x5,MON,78,1386,...,...,...,0,...,...,...,0
L,PF,2001,WCPFC,91,5x5,MON,59,693,...,...,...,0,...,...,...,0
L,PG,1993,WCPFC,0,5x5,MON,1,1,...,...,...,0,...,...,...,0
L,PG,1994,WCPFC,0,5x5,MON,3,3,...,...,...,0,...,...,...,0
L,PG,1995,WCPFC,0,5x5,MON,3,4,...,...,...,0,...,...,...,0
L,PG,1997,WCPFC,0,5x5,MON,2,8,...,...,...,0,...,...,...,0
L,PG,2009,WCPFC,0,5x5,MON,8,9,...,...,...,0,...,...,...,0
L,PG,2017,WCPFC,2,5x5,MON,26,164,...,...,...,0,...,...,...,0
L,PG,2019,WCPFC,6,5x5,MON,27,60,...,...,...,0,...,...,...,0
L,PG,2020,WCPFC,0,5x5,MON,4,6,...,...,...,0,...,...,...,0
L,PG,2022,WCPFC,8,5x5,MON,48,465,...,...,...,0,...,...,...,0
L,PH,1970,WCPFC,1072,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1971,WCPFC,1147,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1972,WCPFC,1260,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1973,WCPFC,1415,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1974,WCPFC,1579,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1975,WCPFC,1697,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1976,WCPFC,1539,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1977,WCPFC,2725,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1978,WCPFC,2665,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1979,WCPFC,2004,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1980,WCPFC,315,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1981,WCPFC,440,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1982,WCPFC,530,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1983,WCPFC,546,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1984,WCPFC,527,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1985,WCPFC,735,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1986,WCPFC,590,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1987,WCPFC,2019,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1988,WCPFC,1531,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,1989,WCPFC,1770,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PH,2013,WCPFC,0,5x5,MON,2,16,...,...,...,0,...,...,...,0
L,PH,2014,WCPFC,111,5x5,MON,48,0,...,...,...,0,...,...,...,0
L,PW,2018,WCPFC,6,5x5,MON,26,60,...,...,...,0,...,...,...,0
L,PW,2019,WCPFC,1,5x5,MON,26,84,...,...,...,0,...,...,...,0
L,SB,2010,WCPFC,236,5x5,MON,84,13,...,...,...,0,...,...,...,0
L,SB,2017,WCPFC,0,5x5,MON,40,344,...,...,...,0,...,...,...,0
L,SB,2020,WCPFC,49,5x5,MON,101,1074,...,...,...,0,...,...,...,0
L,SB,2021,WCPFC,33,5x5,MON,84,1069,...,...,...,0,...,...,...,0
L,SB,2022,WCPFC,72,5x5,MON,73,953,...,...,...,0,...,...,...,0
L,SN,2006,WCPFC,9,5x5,MON,2,6,...,...,...,0,...,...,...,0
L,SN,2007,WCPFC,0,5x5,MON,8,41,...,...,...,0,...,...,...,0
L,TO,1986,WCPFC,1,5x5,MON,10,52,...,...,...,0,...,...,...,0
L,TO,1987,WCPFC,1,5x5,MON,24,96,...,...,...,0,...,...,...,0
L,TO,1988,WCPFC,2,5x5,MON,19,83,...,...,...,0,...,...,...,0
L,TO,1989,WCPFC,1,5x5,MON,22,104,...,...,...,0,...,...,...,0
L,TO,1990,WCPFC,2,5x5,MON,23,102,...,...,...,0,...,...,...,0
L,TO,1991,WCPFC,2,5x5,MON,25,107,...,...,...,0,...,...,...,0
L,TO,1992,WCPFC,2,5x5,MON,26,118,...,...,...,0,...,...,...,0
L,TO,1993,WCPFC,0,5x5,MON,7,13,...,...,...,0,...,...,...,0
L,TO,1994,WCPFC,3,5x5,MON,28,170,...,...,...,0,...,...,...,0
L,TV,2010,WCPFC,0,5x5,MON,3,8,...,...,...,0,...,...,...,0
L,TV,2011,WCPFC,0,5x5,MON,13,26,...,...,...,0,...,...,...,0
L,TV,2012,WCPFC,0,5x5,MON,2,3,...,...,...,0,...,...,...,0
L,TV,2013,WCPFC,0,5x5,MON,15,93,...,...,...,0,...,...,...,0
L,TV,2014,WCPFC,0,5x5,MON,34,228,...,...,...,0,...,...,...,0
L,TV,2015,WCPFC,6,5x5,MON,45,255,...,...,...,0,...,...,...,0
L,TV,2020,WCPFC,5,5x5,MON,24,119,...,...,...,0,...,...,...,0
L,TV,2021,WCPFC,6,5x5,MON,10,65,...,...,...,0,...,...,...,0
L,TV,2022,WCPFC,0,5x5,MON,1,1,...,...,...,0,...,...,...,0
L,TW,1959,WCPFC,0,5x5,MON,89,0,...,...,...,0,...,...,...,0
L,TW,1960,WCPFC,0,5x5,MON,89,0,...,...,...,0,...,...,...,0
L,TW,1961,WCPFC,0,5x5,MON,89,0,...,...,...,0,...,...,...,0
L,TW,1962,WCPFC,0,5x5,MON,89,0,...,...,...,0,...,...,...,0
L,TW,1963,WCPFC,0,5x5,MON,89,0,...,...,...,0,...,...,...,0
L,TW,1964,WCPFC,5,5x5,MON,89,190,...,...,...,0,...,...,...,0
L,TW,1966,WCPFC,52,5x5,MON,89,1351,...,...,...,0,...,...,...,0
L,TW,1967,WCPFC,124,5x5,MON,174,2120,...,...,...,0,...,...,...,0
L,TW,1968,WCPFC,82,5x5,MON,146,1341,...,...,...,0,...,...,...,0
L,TW,1969,WCPFC,77,5x5,MON,113,1075,...,...,...,0,...,...,...,0
L,TW,1970,WCPFC,169,5x5,MON,122,2593,...,...,...,0,...,...,...,0
L,TW,1971,WCPFC,175,5x5,MON,159,1777,...,...,...,0,...,...,...,0
L,TW,1972,WCPFC,128,5x5,MON,116,1247,...,...,...,0,...,...,...,0
L,TW,1973,WCPFC,300,5x5,MON,89,1532,...,...,...,0,...,...,...,0
L,TW,1974,WCPFC,350,5x5,MON,89,1055,...,...,...,0,...,...,...,0
L,TW,1975,WCPFC,135,5x5,MON,114,511,...,...,...,0,...,...,...,0
L,TW,1976,WCPFC,225,5x5,MON,89,527,...,...,...,0,...,...,...,0
L,TW,1977,WCPFC,184,5x5,MON,158,591,...,...,...,0,...,...,...,0
L,TW,1978,WCPFC,370,5x5,MON,208,576,...,...,...,0,...,...,...,0
L,TW,1979,WCPFC,127,5x5,MON,199,241,...,...,...,0,...,...,...,0
L,TW,1980,WCPFC,179,5x5,MON,197,92,...,...,...,0,...,...,...,0
L,TW,1981,WCPFC,233,5x5,MON,210,93,...,...,...,0,...,...,...,0
L,TW,1982,WCPFC,368,5x5,MON,182,676,...,...,...,0,...,...,...,0
L,TW,1983,WCPFC,396,5x5,MON,151,140,...,...,...,0,...,...,...,0
L,TW,1984,WCPFC,241,5x5,MON,112,185,...,...,...,0,...,...,...,0
L,TW,1985,WCPFC,215,5x5,MON,102,198,...,...,...,0,...,...,...,0
L,TW,1986,WCPFC,690,5x5,MON,114,595,...,...,...,0,...,...,...,0
L,TW,1987,WCPFC,208,5x5,MON,106,185,...,...,...,0,...,...,...,0
L,TW,1988,WCPFC,249,5x5,MON,110,687,...,...,...,0,...,...,...,0
L,TW,1989,WCPFC,607,5x5,MON,94,266,...,...,...,0,...,...,...,0
L,TW,1990,WCPFC,202,5x5,MON,89,234,...,...,...,0,...,...,...,0
L,TW,1991,WCPFC,647,5x5,MON,99,290,...,...,...,0,...,...,...,0
L,TW,1992,WCPFC,216,5x5,MON,98,57,...,...,...,0,...,...,...,0
L,US,2013,WCPFC,25,5x5,MON,13,0,...,...,...,0,...,...,...,0
L,US-AS,1996,WCPFC,0,5x5,MON,2,4,...,...,...,0,...,...,...,0
L,US-AS,1997,WCPFC,2,5x5,MON,7,79,...,...,...,0,...,...,...,0
L,US-AS,1998,WCPFC,10,5x5,MON,12,423,...,...,...,0,...,...,...,0
L,US-AS,1999,WCPFC,22,5x5,MON,12,707,...,...,...,0,...,...,...,0
L,US-HW,1994,WCPFC,54,5x5,MON,24,0,...,...,...,0,...,...,...,0
L,US-HW,1995,WCPFC,103,5x5,MON,126,0,...,...,...,0,...,...,...,0
L,US-HW,1996,WCPFC,41,5x5,MON,110,0,...,...,...,0,...,...,...,0
L,US-HW,1997,WCPFC,106,5x5,MON,129,0,...,...,...,0,...,...,...,0
L,US-HW,1998,WCPFC,76,5x5,MON,139,0,...,...,...,0,...,...,...,0
L,US-HW,1999,WCPFC,99,5x5,MON,135,0,...,...,...,0,...,...,...,0
L,US-HW,2000,WCPFC,93,5x5,MON,140,0,...,...,...,0,...,...,...,0
L,US-HW,2001,WCPFC,211,5x5,MON,157,0,...,...,...,0,...,...,...,0
L,US-HW,2002,WCPFC,127,5x5,MON,152,0,...,...,...,0,...,...,...,0
L,US-MC,1997,WCPFC,0,5x5,MON,1,1,...,...,...,0,...,...,...,0
L,US-MC,2017,WCPFC,0,5x5,MON,3,7,...,...,...,0,...,...,...,0
L,VN,2020,WCPFC,10,5x5,MON,102,0,...,...,...,0,...,...,...,0
L,VN,2021,WCPFC,630,5x5,MON,108,0,...,...,...,0,...,...,...,0
L,VN,2022,WCPFC,67,5x5,MON,88,0,...,...,...,0,...,...,...,0
L,VN,2023,WCPFC,61,5x5,MON,74,0,...,...,...,0,...,...,...,0
L,VU,1996,WCPFC,0,5x5,MON,1,1,...,...,...,0,...,...,...,0
L,VU,2020,WCPFC,123,5x5,MON,317,2165,...,...,...,0,...,...,...,0
L,VU,2021,WCPFC,204,5x5,MON,369,3257,...,...,...,0,...,...,...,0
L,VU,2022,WCPFC,83,5x5,MON,300,1877,...,...,...,0,...,...,...,0
L,WS,1993,WCPFC,3,5x5,MON,12,0,...,...,...,0,...,...,...,0
L,WS,1994,WCPFC,8,5x5,MON,12,0,...,...,...,0,...,...,...,0
L,WS,1995,WCPFC,12,5x5,MON,12,0,...,...,...,0,...,...,...,0
L,WS,1998,WCPFC,943,5x5,MON,49,1255,...,...,...,0,...,...,...,0
L,WS,2021,WCPFC,80,5x5,MON,48,563,...,...,...,0,...,...,...,0
L,BZ,2004,WCPFC,22,...,...,0,0,...,...,...,0,...,...,...,0
L,BZ,2005,WCPFC,20,...,...,0,0,...,...,...,0,...,...,...,0
L,ES,2006,WCPFC,602,...,...,0,0,...,...,...,0,...,...,...,0
L,ES,2007,WCPFC,602,...,...,0,0,...,...,...,0,...,...,...,0
L,ES,2009,WCPFC,1,...,...,0,0,...,...,...,0,...,...,...,0
L,ES,2010,WCPFC,1,...,...,0,0,...,...,...,0,...,...,...,0
L,ES,2011,WCPFC,1,...,...,0,0,...,...,...,0,...,...,...,0
L,JP,2023,WCPFC,45,...,...,0,1035,...,...,...,0,...,...,...,0
L,NR,2003,WCPFC,2,...,...,0,0,...,...,...,0,...,...,...,0
L,PF,1991,WCPFC,1,...,...,0,0,...,...,...,0,...,...,...,0
L,PF,1993,WCPFC,25,...,...,0,0,...,...,...,0,...,...,...,0
L,TW,1965,WCPFC,11,...,...,0,415,...,...,...,0,...,...,...,0
L,US-HW,1950,WCPFC,34,...,...,0,0,...,...,...,0,...,...,...,0
L,US-HW,1951,WCPFC,12,...,...,0,0,...,...,...,0,...,...,...,0
L,US-HW,1952,WCPFC,54,...,...,0,0,...,...,...,0,...,...,...,0
L,US-HW,1953,WCPFC,1,...,...,0,0,...,...,...,0,...,...,...,0
L,US-HW,1955,WCPFC,157,...,...,0,0,...,...,...,0,...,...,...,0
L,US-HW,1957,WCPFC,17,...,...,0,0,...,...,...,0,...,...,...,0
L,US-HW,1959,WCPFC,33,...,...,0,0,...,...,...,0,...,...,...,0
L,US-HW,1962,WCPFC,4,...,...,0,0,...,...,...,0,...,...,...,0
L,US-HW,1968,WCPFC,1,...,...,0,0,...,...,...,0,...,...,...,0
L,US-HW,1980,WCPFC,22,...,...,0,0,...,...,...,0,...,...,...,0
L,US-HW,1983,WCPFC,3,...,...,0,0,...,...,...,0,...,...,...,0
L,US-HW,1984,WCPFC,4,...,...,0,0,...,...,...,0,...,...,...,0
L,US-HW,1985,WCPFC,5,...,...,0,0,...,...,...,0,...,...,...,0
L,US-HW,1986,WCPFC,6,...,...,0,0,...,...,...,0,...,...,...,0
L,US-HW,1987,WCPFC,1,...,...,0,0,...,...,...,0,...,...,...,0
L,US-HW,1988,WCPFC,8,...,...,0,0,...,...,...,0,...,...,...,0
L,US-HW,1989,WCPFC,10,...,...,0,0,...,...,...,0,...,...,...,0
L,US-HW,1990,WCPFC,5,...,...,0,0,...,...,...,0,...,...,...,0
L,US-HW,1991,WCPFC,39,...,...,0,0,...,...,...,0,...,...,...,0
L,US-HW,1992,WCPFC,25,...,...,0,0,...,...,...,0,...,...,...,0
L,US-HW,1993,WCPFC,36,...,...,0,0,...,...,...,0,...,...,...,0
L,KR,1963,WCPFC,0,...,...,0,462,...,...,...,0,...,...,...,0
L,KR,1964,WCPFC,0,...,...,0,276,...,...,...,0,...,...,...,0
L,KR,1965,WCPFC,0,...,...,0,1079,...,...,...,0,...,...,...,0
L,KR,1966,WCPFC,0,...,...,0,2374,...,...,...,0,...,...,...,0
L,KR,1967,WCPFC,0,...,...,0,3162,...,...,...,0,...,...,...,0
L,KR,1968,WCPFC,0,...,...,0,2736,...,...,...,0,...,...,...,0
L,KR,1969,WCPFC,0,...,...,0,3743,...,...,...,0,...,...,...,0
L,KR,1970,WCPFC,0,...,...,0,5387,...,...,...,0,...,...,...,0
L,KR,1971,WCPFC,0,...,...,0,5365,...,...,...,0,...,...,...,0
L,KR,1972,WCPFC,0,...,...,0,4926,...,...,...,0,...,...,...,0
L,KR,1973,WCPFC,0,...,...,0,5988,...,...,...,0,...,...,...,0
L,KR,1974,WCPFC,0,...,...,0,3820,...,...,...,0,...,...,...,0
L,KR,1979,WCPFC,0,...,...,0,964,...,...,...,0,...,...,...,0
L,PA,1981,WCPFC,0,...,...,0,9,...,...,...,0,...,...,...,0
L,PA,1982,WCPFC,0,...,...,0,18,...,...,...,0,...,...,...,0
L,PA,1983,WCPFC,0,...,...,0,3,...,...,...,0,...,...,...,0
L,PA,1984,WCPFC,0,...,...,0,31,...,...,...,0,...,...,...,0
L,SB,2008,WCPFC,0,...,...,0,4,...,...,...,0,...,...,...,0
L,SB,2009,WCPFC,0,...,...,0,17,...,...,...,0,...,...,...,0
L,TO,1979,WCPFC,0,...,...,0,26,...,...,...,0,...,...,...,0
P,FJ,1990,WCPFC,3196,1x1,MON,75,564,5x5,MON,1,5,...,...,...,0
P,FJ,1991,WCPFC,4458,1x1,MON,122,940,5x5,MON,1,100,...,...,...,0
P,FJ,1992,WCPFC,3705,1x1,MON,130,1154,5x5,MON,1,2824,...,...,...,0
P,FJ,1994,WCPFC,3379,1x1,MON,140,847,5x5,MON,1,1115,10x20,MON,1,490
P,FJ,1995,WCPFC,4319,1x1,MON,69,611,10x20,MON,1,1719,5x5,MON,1,1577
P,FJ,1996,WCPFC,3124,1x1,MON,68,465,10x20,MON,1,2235,5x5,MON,1,1343
P,FJ,1997,WCPFC,987,...,...,0,0,10x20,MON,1,3017,...,...,...,0
P,FJ,1999,WCPFC,507,...,...,0,0,5x5,MON,1,765,...,...,...,0
P,ID,1985,WCPFC,32921,1x1,MON,1152,0,5x10,MON,2,7378,...,...,...,0
P,ID,1986,WCPFC,34275,1x1,MON,1152,0,5x10,MON,2,42288,...,...,...,0
P,ID,1987,WCPFC,38946,1x1,MON,1152,0,5x10,MON,2,71030,...,...,...,0
P,ID,1990,WCPFC,57518,1x1,MON,1152,0,5x10,MON,1,3404,...,...,...,0
P,ID,1991,WCPFC,58826,1x1,MON,1152,0,5x10,MON,1,1100,...,...,...,0
P,ID,2010,WCPFC,134697,1x1,MON,1152,0,5x10,MON,1,24671,...,...,...,0
P,ID,2011,WCPFC,123515,1x1,MON,1152,0,5x10,MON,1,9122,...,...,...,0
P,ID,2012,WCPFC,100857,1x1,MON,1152,0,5x10,MON,1,12538,...,...,...,0
P,ID,2013,WCPFC,85796,1x1,MON,1152,0,5x10,MON,1,13095,...,...,...,0
P,ID,2014,WCPFC,79749,1x1,MON,1152,0,5x10,MON,1,22546,...,...,...,0
P,ID,2015,WCPFC,78838,1x1,MON,1152,0,5x10,MON,1,1430,...,...,...,0
P,ID,2016,WCPFC,85524,1x1,MON,1152,0,5x10,MON,1,3434,...,...,...,0
P,ID,2017,WCPFC,59815,1x1,MON,1152,0,5x10,MON,1,14506,...,...,...,0
P,ID,2018,WCPFC,103741,1x1,MON,1152,0,5x10,MON,1,9916,...,...,...,0
P,ID,2019,WCPFC,80908,1x1,MON,1152,0,5x10,MON,1,31474,...,...,...,0
P,ID,2020,WCPFC,108086,1x1,MON,1152,0,5x10,MON,1,20863,...,...,...,0
P,ID,2021,WCPFC,78402,1x1,MON,1152,0,5x10,MON,1,20515,...,...,...,0
P,ID,2022,WCPFC,70298,1x1,MON,1409,5790,5x10,MON,1,9865,...,...,...,0
P,ID,2023,WCPFC,39817,1x1,MON,1152,5150,5x10,MON,1,4946,...,...,...,0
P,JP,1953,WCPFC,65546,1x1,MON,1963,0,5x5,QTR,1,81740,...,...,...,0
P,JP,1954,WCPFC,88073,1x1,MON,1963,0,5x5,QTR,1,84045,...,...,...,0
P,JP,1955,WCPFC,92524,1x1,MON,1963,0,5x5,QTR,1,79965,...,...,...,0
P,JP,1956,WCPFC,91950,1x1,MON,1963,0,5x5,QTR,1,54182,...,...,...,0
P,JP,1957,WCPFC,92156,1x1,MON,1963,0,5x5,QTR,1,40910,...,...,...,0
P,JP,1958,WCPFC,131441,1x1,MON,1963,0,5x5,QTR,1,40609,...,...,...,0
P,JP,1959,WCPFC,145447,1x1,MON,1963,0,5x5,QTR,1,25128,...,...,...,0
P,JP,1960,WCPFC,70428,1x1,MON,1374,0,5x5,QTR,1,16229,...,...,...,0
P,JP,1961,WCPFC,127011,1x1,MON,1374,0,5x5,QTR,1,19443,...,...,...,0
P,JP,1962,WCPFC,152387,1x1,MON,1374,0,5x5,QTR,1,23939,...,...,...,0
P,JP,1963,WCPFC,94757,1x1,MON,1374,0,5x5,QTR,1,12412,...,...,...,0
P,JP,1964,WCPFC,136081,1x1,MON,1374,0,5x5,QTR,1,22926,...,...,...,0
P,JP,1965,WCPFC,127436,1x1,MON,1374,0,5x5,QTR,1,31181,...,...,...,0
P,JP,1966,WCPFC,212985,1x1,MON,1374,0,5x5,QTR,1,28840,...,...,...,0
P,JP,1967,WCPFC,165492,1x1,MON,1374,0,5x5,QTR,1,26329,...,...,...,0
P,JP,1968,WCPFC,157340,1x1,MON,1374,0,5x5,QTR,1,30850,...,...,...,0
P,JP,1969,WCPFC,163455,1x1,MON,2850,0,5x5,QTR,1,53458,...,...,...,0
P,JP,1970,WCPFC,187438,1x1,MON,2850,0,5x5,QTR,1,45452,...,...,...,0
P,JP,1971,WCPFC,157380,1x1,MON,2850,0,5x5,QTR,1,48867,...,...,...,0
P,JP,1972,WCPFC,151911,1x1,MON,7072,0,5x5,QTR,1,55574,...,...,...,0
P,JP,1973,WCPFC,217290,1x1,MON,7570,0,5x5,QTR,1,50133,...,...,...,0
P,JP,1974,WCPFC,232319,1x1,MON,7604,0,5x5,QTR,1,44618,...,...,...,0
P,JP,1975,WCPFC,189599,1x1,MON,8057,0,5x5,QTR,1,23496,...,...,...,0
P,JP,1976,WCPFC,231086,1x1,MON,7523,0,5x5,QTR,1,14166,...,...,...,0
P,JP,1977,WCPFC,257505,1x1,MON,8894,0,5x5,QTR,1,10614,5x5,MON,1,9841
P,JP,1978,WCPFC,255940,1x1,MON,7319,57,5x5,MON,1,52934,5x5,QTR,1,13743
P,JP,1979,WCPFC,226172,1x1,MON,7800,5856,5x5,MON,1,58083,5x5,QTR,1,8012
P,JP,1980,WCPFC,251072,1x1,MON,7631,8235,5x5,MON,1,43445,5x5,QTR,1,11739
P,JP,1981,WCPFC,211380,1x1,MON,8262,6051,5x5,QTR,1,11410,...,...,...,0
P,JP,1982,WCPFC,213006,1x1,MON,7686,3202,5x5,QTR,1,20796,5x5,MON,1,1989
P,JP,1983,WCPFC,237331,1x1,MON,7268,4718,5x5,QTR,1,29765,...,...,...,0
P,JP,1984,WCPFC,296330,1x1,MON,5986,3991,5x5,QTR,1,38333,...,...,...,0
P,JP,1985,WCPFC,168695,1x1,MON,6960,2930,5x5,QTR,1,24645,...,...,...,0
P,JP,1986,WCPFC,246814,1x1,MON,6408,5289,5x5,QTR,1,26913,...,...,...,0
P,JP,1987,WCPFC,185943,1x1,MON,6452,2502,5x5,QTR,1,22560,...,...,...,0
P,JP,1988,WCPFC,212509,1x1,MON,5798,5116,5x5,QTR,1,14241,...,...,...,0
P,JP,1989,WCPFC,193065,1x1,MON,5043,3831,5x5,QTR,1,18704,...,...,...,0
P,JP,1990,WCPFC,129749,1x1,MON,5199,2578,5x5,QTR,1,16782,...,...,...,0
P,JP,1991,WCPFC,157786,1x1,MON,4091,2860,5x5,QTR,1,32898,...,...,...,0
P,JP,1992,WCPFC,126203,1x1,MON,3854,1641,5x5,QTR,1,37680,...,...,...,0
P,JP,1993,WCPFC,172222,1x1,MON,4178,1459,5x5,QTR,1,32561,5x5,MON,1,9
P,JP,1994,WCPFC,116481,1x1,MON,4129,1492,5x5,QTR,1,33890,...,...,...,0
P,JP,1995,WCPFC,138549,1x1,MON,3977,2894,5x5,QTR,1,49912,...,...,...,0
P,JP,1996,WCPFC,103727,1x1,MON,3882,966,5x5,QTR,1,49903,10x20,MON,1,289
P,JP,1997,WCPFC,128863,1x1,MON,3744,808,5x5,QTR,1,73238,...,...,...,0
P,JP,1998,WCPFC,131037,1x1,MON,3650,2044,5x5,QTR,1,56133,...,...,...,0
P,JP,1999,WCPFC,129095,1x1,MON,3305,824,5x5,QTR,1,42362,5x5,MON,1,8145
P,JP,2000,WCPFC,147786,1x1,MON,3336,1468,5x5,QTR,1,67843,5x5,MON,1,5030
P,JP,2001,WCPFC,103432,1x1,MON,3244,1670,5x5,QTR,1,114053,5x5,MON,1,3345
P,JP,2002,WCPFC,97367,1x1,MON,3352,857,5x5,QTR,1,102457,5x5,MON,1,3907
P,JP,2003,WCPFC,125142,1x1,MON,3620,1842,5x5,QTR,1,102535,5x5,MON,1,8952
P,JP,2004,WCPFC,108140,1x1,MON,3502,448,5x5,QTR,1,80937,...,...,...,0
P,JP,2005,WCPFC,136138,1x1,MON,3250,1316,5x5,QTR,1,103605,...,...,...,0
P,JP,2006,WCPFC,100066,1x1,MON,3144,1149,5x5,QTR,1,60883,...,...,...,0
P,JP,2007,WCPFC,89791,1x1,MON,3072,610,5x5,QTR,1,55178,...,...,...,0
P,JP,2008,WCPFC,91442,1x1,MON,3083,478,5x5,QTR,1,58596,...,...,...,0
P,JP,2009,WCPFC,66378,1x1,MON,3239,684,5x5,QTR,1,74070,...,...,...,0
P,JP,2010,WCPFC,88067,1x1,MON,3063,895,5x5,QTR,1,111070,...,...,...,0
P,JP,2011,WCPFC,82247,1x1,MON,3105,559,5x5,QTR,1,96971,...,...,...,0
P,JP,2012,WCPFC,67196,1x1,MON,2971,1038,5x5,QTR,1,96184,...,...,...,0
P,JP,2013,WCPFC,81239,1x1,MON,2989,657,5x5,QTR,1,103738,...,...,...,0
P,JP,2014,WCPFC,67227,1x1,MON,3023,617,5x5,QTR,1,70539,...,...,...,0
